Sender ID,Date,Message,Sentiment,Compound_Sentiment,Channel Name,Affiliated Channel,URLs,IP_Addresses,Hashes
478514542,2025-03-11 17:54:20,"The AI race: Dark AI is in the lead, but good AI is catching up
https://www.bleepingcomputer.com/news/security/the-ai-race-dark-ai-is-in-the-lead-but-good-ai-is-catching-up/

Cybercriminals are using AI for help in planning and conducting cyberattacks—but cybersecurity vendors are fighting back. Learn from Acronis Threat Research Unit about how AI-powered security solutions are closing the gap in the battle against AI-driven cyber threats. [...]","{'neg': 0.196, 'neu': 0.641, 'pos': 0.163, 'compound': -0.5267}",-0.5267,Israel Cyber Alerts,,https://www.bleepingcomputer.com,,
478514542,2025-03-11 17:53:36,"PowerSchool previously hacked in August, months before data breach
https://www.bleepingcomputer.com/news/security/powerschool-previously-hacked-in-august-months-before-data-breach/

PowerSchool has published a long-awaited CrowdStrike investigation into its massive December 2024 data breach, which determined that the company was previously hacked over 4 months earlier, in August, and then again in September. [...]","{'neg': 0.281, 'neu': 0.675, 'pos': 0.044, 'compound': -0.9325}",-0.9325,Israel Cyber Alerts,,https://www.bleepingcomputer.com,,
478514542,2025-03-11 17:52:33,"CISA tags critical Ivanti EPM flaws as actively exploited in attacks
https://www.bleepingcomputer.com/news/security/cisa-tags-critical-ivanti-epm-flaws-as-actively-exploited-in-attacks/

CISA warned U.S. federal agencies to secure their networks against attacks exploiting three critical vulnerabilities affecting Ivanti Endpoint Manager (EPM) appliances. [...]","{'neg': 0.398, 'neu': 0.477, 'pos': 0.125, 'compound': -0.8934}",-0.8934,Israel Cyber Alerts,,https://www.bleepingcomputer.com,,
478514542,2025-03-11 09:05:12,"Apache Tomcat Flaw Could Allow RCE Attacks on Servers
https://gbhackers.com/apache-tomcat-flaw/

Apache Tomcat, a widely used open-source web server software, has faced numerous security vulnerabilities in recent years. Some critical issues put servers at risk of remote code execution (RCE) and other attacks. These vulnerabilities highlight the importance of keeping software up-to-date and properly configured to prevent potential exploits. Detailed Vulnerabilities: Below is a formatted table […]
The post Apache Tomcat Flaw Could Allow RCE Attacks on Servers (https://gbhackers.com/apache-tomcat-flaw/) appeared first on GBHackers Security | #1 Globally Trusted Cyber Security News Platform (https://gbhackers.com/).","{'neg': 0.184, 'neu': 0.644, 'pos': 0.172, 'compound': -0.34}",-0.34,Israel Cyber Alerts,,"https://gbhackers.com,https://gbhackers.com,https://gbhackers.com",,
478514542,2025-03-11 09:04:13,"Latest Chrome Update Addresses Multiple High-Risk Security Issues
https://gbhackers.com/latest-chrome-update/

Google has released a critical update for its Chrome browser, advancing the stable channel to version 134.0.6998.88 for Windows, Mac, and Linux, and 134.0.6998.89 for Windows and Mac on the Extended Stable channel. This update includes several high-priority security fixes to safeguard users against potential threats. The rollout will occur over the coming days and […]
The post Latest Chrome Update Addresses Multiple High-Risk Security Issues (https://gbhackers.com/latest-chrome-update/) appeared first on GBHackers Security | #1 Globally Trusted Cyber Security News Platform (https://gbhackers.com/).","{'neg': 0.05, 'neu': 0.753, 'pos': 0.197, 'compound': 0.9001}",0.9001,Israel Cyber Alerts,,"https://gbhackers.com,https://gbhackers.com,https://gbhackers.com",,
478514542,2025-03-11 04:35:46,"Critical Microsoft’s Time Travel Debugging Tool Vulnerability Let Attackers Mask Detection
https://gbhackers.com/critical-microsofts-time-travel-debugging-tool-vulnerability-let-attackers-mask-detection/

Microsoft’s Time Travel Debugging (TTD) framework, a powerful tool for recording and replaying Windows program executions, has been found to harbor subtle yet significant bugs in its CPU instruction emulation process, according to a new report from Mandiant. These flaws could undermine security analyses, mask vulnerabilities, and even allow attackers to evade detection, posing serious […]
The post Critical Microsoft’s Time Travel Debugging Tool Vulnerability Let Attackers Mask Detection (https://gbhackers.com/critical-microsofts-time-travel-debugging-tool-vulnerability-let-attackers-mask-detection/) appeared first on GBHackers Security | #1 Globally Trusted Cyber Security News Platform (https://gbhackers.com/).","{'neg': 0.176, 'neu': 0.642, 'pos': 0.182, 'compound': -0.0516}",-0.0516,Israel Cyber Alerts,,"https://gbhackers.com,https://gbhackers.com,https://gbhackers.com",,
478514542,2025-03-11 04:34:45,"ServiceNow Acquires Moveworks for $2.85 Billion to Boost AI Capabilities
https://gbhackers.com/servicenow-acquires-moveworks/

In a landmark move to strengthen its position in the rapidly evolving artificial intelligence landscape, ServiceNow, a leading provider of digital workflow solutions, has announced its acquisition of Moveworks, an AI startup, for $2.85 billion. The deal, revealed on Monday, marks the largest acquisition in ServiceNow’s history and underscores the growing importance of AI-driven automation […]
The post ServiceNow Acquires Moveworks for $2.85 Billion to Boost AI Capabilities (https://gbhackers.com/servicenow-acquires-moveworks/) appeared first on GBHackers Security | #1 Globally Trusted Cyber Security News Platform (https://gbhackers.com/).","{'neg': 0.0, 'neu': 0.761, 'pos': 0.239, 'compound': 0.9643}",0.9643,Israel Cyber Alerts,,"https://gbhackers.com,https://gbhackers.com,https://gbhackers.com",,
478514542,2025-03-11 04:33:47,"Apple iOS 18.4 Beta 3 Released – What’s New!
https://gbhackers.com/apple-ios-18-4-beta-3-released/

Apple has rolled out iOS 18.4 Beta 3, available to developers as of March 10, 2025, with the build number 22E5222f. This release is part of the ongoing beta testing phase, with the final version anticipated in early April 2025. Given the lack of detailed reports on new features, it appears this beta is primarily […]
The post Apple iOS 18.4 Beta 3 Released – What’s New! (https://gbhackers.com/apple-ios-18-4-beta-3-released/) appeared first on GBHackers Security | #1 Globally Trusted Cyber Security News Platform (https://gbhackers.com/).","{'neg': 0.025, 'neu': 0.879, 'pos': 0.096, 'compound': 0.6892}",0.6892,Israel Cyber Alerts,,"https://gbhackers.com,https://gbhackers.com,https://gbhackers.com",,
478514542,2025-03-10 22:49:42,"X hit by ‘massive cyberattack’ amid Dark Storm’s DDoS claims
https://www.bleepingcomputer.com/news/security/x-hit-by-massive-cyberattack-amid-dark-storms-ddos-claims/

The Dark Storm hacktivist group claims to be behind DDoS attacks causing multiple X worldwide outages on Monday, leading the company to enable DDoS protections from Cloudflare. [...]","{'neg': 0.075, 'neu': 0.925, 'pos': 0.0, 'compound': -0.4404}",-0.4404,Israel Cyber Alerts,,https://www.bleepingcomputer.com,,
478514542,2025-03-10 19:23:53,"New Linux Kernel Code Written in Rust Aims to Eliminate Memory Safety Bugs
https://gbhackers.com/new-linux-kernel-code-written-in-rust-aims/

The integration of Rust into the Linux kernel is a significant step forward in enhancing memory safety, a critical aspect of kernel development. This effort, known as Rust for Linux, began in 2021 with the publication of an RFC by Miguel Ojeda, the project’s primary maintainer. The goal is not to rewrite the entire kernel […]
The post New Linux Kernel Code Written in Rust Aims to Eliminate Memory Safety Bugs (https://gbhackers.com/new-linux-kernel-code-written-in-rust-aims/) appeared first on GBHackers Security | #1 Globally Trusted Cyber Security News Platform (https://gbhackers.com/).","{'neg': 0.021, 'neu': 0.82, 'pos': 0.159, 'compound': 0.9186}",0.9186,Israel Cyber Alerts,,"https://gbhackers.com,https://gbhackers.com,https://gbhackers.com",,
